"ACTION_DIRECTION","ACTION_SCORE","ACTION_TYPE","edge-label","EDGE_UNIQUE_SUID","EVIDENCE_CODE","INITIAL_SOURCE_NAME","INITIAL_TARGET_NAME","interaction","INTERACTION_TYPE","KappaScore","name","Regulates Source","Regulates Target","selected","shared interaction","shared name","SIGNUM","SOURCE_NAME","SOURCE_SYMBOL_NAME","TARGET_NAME","TARGET_SYMBOL_NAME","UNIQUE_ID"
"",,"","","35533","TAS","R-HSA:983169","3106","gene-term","R-HSA:983169",,"Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) HLA-B","","","false","gene-term","Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) HLA-B","","","","","","R-HSA:983169 (gene-term) 3106"
"",,"","","35530","TAS","R-HSA:983169","3105","gene-term","R-HSA:983169",,"Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) HLA-A","","","false","gene-term","Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) HLA-A","","","","","","R-HSA:983169 (gene-term) 3105"
"",,"","","35527","TAS","R-HSA:983169","29116","gene-term","R-HSA:983169",,"Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) MYLIP","","","false","gene-term","Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) MYLIP","","","","","","R-HSA:983169 (gene-term) 29116"
"",,"","","35524","TAS","R-HSA:983169","26190","gene-term","R-HSA:983169",,"Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) FBXW2","","","false","gene-term","Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) FBXW2","","","","","","R-HSA:983169 (gene-term) 26190"
"",,"","","35521","TAS","R-HSA:983169","25793","gene-term","R-HSA:983169",,"Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) FBXO7","","","false","gene-term","Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) FBXO7","","","","","","R-HSA:983169 (gene-term) 25793"
"",,"","","35518","TAS","R-HSA:983169","23643","gene-term","R-HSA:983169",,"Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) LY96","","","false","gene-term","Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) LY96","","","","","","R-HSA:983169 (gene-term) 23643"
"",,"","","35515","TAS","R-HSA:983169","2209","gene-term","R-HSA:983169",,"Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) FCGR1A","","","false","gene-term","Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) FCGR1A","","","","","","R-HSA:983169 (gene-term) 2209"
"",,"","","35512","TAS","R-HSA:983169","10197","gene-term","R-HSA:983169",,"Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) PSME3","","","false","gene-term","Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation (gene-term) PSME3","","","","","","R-HSA:983169 (gene-term) 10197"
"",,"","","34570","kappa:0.92","","","term-term","term-term","0.920637569890679","MyD88 cascade initiated on plasma membrane (term-term) MyD88 dependent cascade initiated on endosome","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) MyD88 dependent cascade initiated on endosome","+","","","","","R-HSA:975871 (term-term) R-HSA:975155"
"",,"","","34567","kappa:0.92","","","term-term","term-term","0.920637569890679","MyD88 cascade initiated on plasma membrane (term-term) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","+","","","","","R-HSA:975871 (term-term) R-HSA:975138"
"",,"","","34564","kappa:0.85","","","term-term","term-term","0.8451140065146593","MyD88 cascade initiated on plasma membrane (term-term) TRIF(TICAM1)-mediated TLR4 signaling ","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) TRIF(TICAM1)-mediated TLR4 signaling ","+","","","","","R-HSA:975871 (term-term) R-HSA:937061"
"",,"","","34549","kappa:0.82","","","term-term","term-term","0.8188226328824528","MyD88 cascade initiated on plasma membrane (term-term) Interleukin-17 signaling","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Interleukin-17 signaling","+","","","","","R-HSA:975871 (term-term) R-HSA:448424"
"",,"","","34546","kappa:0.4","","","term-term","term-term","0.40208587595695267","MyD88 cascade initiated on plasma membrane (term-term) FCERI mediated MAPK activation","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) FCERI mediated MAPK activation","+","","","","","R-HSA:975871 (term-term) R-HSA:2871796"
"",,"","","34537","kappa:0.83","","","term-term","term-term","0.8315238022929176","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 2 (TLR2) Cascade","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 2 (TLR2) Cascade","+","","","","","R-HSA:975871 (term-term) R-HSA:181438"
"",,"","","34534","kappa:0.83","","","term-term","term-term","0.8269650655021842","MyD88 cascade initiated on plasma membrane (term-term) Toll-like Receptor Cascades","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Toll-like Receptor Cascades","+","","","","","R-HSA:975871 (term-term) R-HSA:168898"
"",,"","","34531","kappa:0.83","","","term-term","term-term","0.8315238022929176","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor TLR6:TLR2 Cascade","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor TLR6:TLR2 Cascade","+","","","","","R-HSA:975871 (term-term) R-HSA:168188"
"",,"","","34528","kappa:0.92","","","term-term","term-term","0.920637569890679","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 7/8 (TLR7/8) Cascade","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 7/8 (TLR7/8) Cascade","+","","","","","R-HSA:975871 (term-term) R-HSA:168181"
"",,"","","34525","kappa:0.83","","","term-term","term-term","0.8315238022929176","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor TLR1:TLR2 Cascade","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor TLR1:TLR2 Cascade","+","","","","","R-HSA:975871 (term-term) R-HSA:168179"
"",,"","","34522","is_a:","","","term-term","term-term","2.0","MyD88 cascade initiated on plasma membrane (term-term-ontology) Toll Like Receptor 5 (TLR5) Cascade","POSITIVELY_REGULATES","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term-ontology) Toll Like Receptor 5 (TLR5) Cascade","+","","","","","R-HSA:975871 (term-term-ontology) R-HSA:168176"
"",,"","","34519","kappa:1.0","","","term-term","term-term","1.0","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 5 (TLR5) Cascade","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 5 (TLR5) Cascade","+","","","","","R-HSA:975871 (term-term) R-HSA:168176"
"",,"","","34516","kappa:0.87","","","term-term","term-term","0.8677292831511317","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 3 (TLR3) Cascade","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 3 (TLR3) Cascade","+","","","","","R-HSA:975871 (term-term) R-HSA:168164"
"",,"","","34513","","","","term-term","term-term","2.0","MyD88 cascade initiated on plasma membrane (term-term-ontology) Toll Like Receptor 10 (TLR10) Cascade","POSITIVELY_REGULATES","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term-ontology) Toll Like Receptor 10 (TLR10) Cascade","+","","","","","R-HSA:975871 (term-term-ontology) R-HSA:168142"
"",,"","","34510","kappa:1.0","","","term-term","term-term","1.0","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 10 (TLR10) Cascade","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 10 (TLR10) Cascade","+","","","","","R-HSA:975871 (term-term) R-HSA:168142"
"",,"","","34507","kappa:0.92","","","term-term","term-term","0.920637569890679","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 9 (TLR9) Cascade","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 9 (TLR9) Cascade","+","","","","","R-HSA:975871 (term-term) R-HSA:168138"
"",,"","","34504","kappa:0.85","","","term-term","term-term","0.8451140065146593","MyD88 cascade initiated on plasma membrane (term-term) MyD88-independent TLR4 cascade ","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) MyD88-independent TLR4 cascade ","+","","","","","R-HSA:975871 (term-term) R-HSA:166166"
"",,"","","34501","kappa:0.83","","","term-term","term-term","0.8315238022929176","MyD88 cascade initiated on plasma membrane (term-term) MyD88:MAL(TIRAP) cascade initiated on plasma membrane","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) MyD88:MAL(TIRAP) cascade initiated on plasma membrane","+","","","","","R-HSA:975871 (term-term) R-HSA:166058"
"",,"","","34498","kappa:0.79","","","term-term","term-term","0.7927351979658565","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 4 (TLR4) Cascade","","","false","term-term","MyD88 cascade initiated on plasma membrane (term-term) Toll Like Receptor 4 (TLR4) Cascade","+","","","","","R-HSA:975871 (term-term) R-HSA:166016"
"",,"","","34495","TAS","R-HSA:975871","8945","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) BTRC","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) BTRC","","","","","","R-HSA:975871 (gene-term) 8945"
"",,"","","34492","TAS","R-HSA:975871","81793","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) TLR10","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) TLR10","","","","","","R-HSA:975871 (gene-term) 81793"
"",,"","","34489","TAS","R-HSA:975871","7867","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPKAPK3","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPKAPK3","","","","","","R-HSA:975871 (gene-term) 7867"
"",,"","","34486","TAS","R-HSA:975871","7157","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) TP53","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) TP53","","","","","","R-HSA:975871 (gene-term) 7157"
"",,"","","34483","TAS","R-HSA:975871","7100","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) TLR5","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) TLR5","","","","","","R-HSA:975871 (gene-term) 7100"
"",,"","","34480","TAS","R-HSA:975871","6283","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) S100A12","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) S100A12","","","","","","R-HSA:975871 (gene-term) 6283"
"",,"","","34477","TAS","R-HSA:975871","6233","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) RPS27A","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) RPS27A","","","","","","R-HSA:975871 (gene-term) 6233"
"",,"","","34474","TAS","R-HSA:975871","5970","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) RELA","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) RELA","","","","","","R-HSA:975871 (gene-term) 5970"
"",,"","","34471","TAS","R-HSA:975871","5602","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK10","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK10","","","","","","R-HSA:975871 (gene-term) 5602"
"",,"","","34468","TAS","R-HSA:975871","5601","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK9","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK9","","","","","","R-HSA:975871 (gene-term) 5601"
"",,"","","34465","TAS","R-HSA:975871","5600","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK11","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK11","","","","","","R-HSA:975871 (gene-term) 5600"
"",,"","","34462","TAS","R-HSA:975871","5599","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK8","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK8","","","","","","R-HSA:975871 (gene-term) 5599"
"",,"","","34459","TAS","R-HSA:975871","5598","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK7","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK7","","","","","","R-HSA:975871 (gene-term) 5598"
"",,"","","34456","TAS","R-HSA:975871","4214","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAP3K1","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAP3K1","","","","","","R-HSA:975871 (gene-term) 4214"
"",,"","","34453","IEA","R-HSA:975871","4208","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MEF2C","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MEF2C","","","","","","R-HSA:975871 (gene-term) 4208"
"",,"","","34450","IEA","R-HSA:975871","4205","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MEF2A","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MEF2A","","","","","","R-HSA:975871 (gene-term) 4205"
"",,"","","34447","TAS","R-HSA:975871","3725","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) JUN","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) JUN","","","","","","R-HSA:975871 (gene-term) 3725"
"",,"","","34444","TAS","R-HSA:975871","2353","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) FOS","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) FOS","","","","","","R-HSA:975871 (gene-term) 2353"
"",,"","","34441","TAS","R-HSA:975871","1432","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK14","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) MAPK14","","","","","","R-HSA:975871 (gene-term) 1432"
"",,"","","34438","TAS","R-HSA:975871","1385","gene-term","R-HSA:975871",,"MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) CREB1","","","false","gene-term","MyD88%20cascade%20initiated%20on%20plasma%20membrane (gene-term) CREB1","","","","","","R-HSA:975871 (gene-term) 1385"
"",,"","","34066","is_a:","","","term-term","term-term","2.0","MyD88 dependent cascade initiated on endosome (term-term-ontology) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","","POSITIVELY_REGULATES","false","term-term","MyD88 dependent cascade initiated on endosome (term-term-ontology) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","+","","","","","R-HSA:975155 (term-term-ontology) R-HSA:975138"
"",,"","","34063","kappa:1.0","","","term-term","term-term","1.0","MyD88 dependent cascade initiated on endosome (term-term) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","","","false","term-term","MyD88 dependent cascade initiated on endosome (term-term) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","+","","","","","R-HSA:975155 (term-term) R-HSA:975138"
"",,"","","34060","kappa:0.92","","","term-term","term-term","0.920637569890679","MyD88 dependent cascade initiated on endosome (term-term) TRIF(TICAM1)-mediated TLR4 signaling ","","","false","term-term","MyD88 dependent cascade initiated on endosome (term-term) TRIF(TICAM1)-mediated TLR4 signaling ","+","","","","","R-HSA:975155 (term-term) R-HSA:937061"
"",,"","","34048","kappa:0.84","","","term-term","term-term","0.844531633153506","MyD88 dependent cascade initiated on endosome (term-term) Interleukin-17 signaling","","","false","term-term","MyD88 dependent cascade initiated on endosome (term-term) Interleukin-17 signaling","+","","","","","R-HSA:975155 (term-term) R-HSA:448424"
